hp	knockback amount	movement speed	attack power	attack recoil	attack range	price	respawn time	hitbox position	hitbox size	target red	idk	attack type	first frame attack	min layer appearance	max layer appearance	target floating	target black	target metal	target white	target angel	target alien	target zombie	strong	knockback chance	freeze chance	freeze time	slow chance	slow time	resistant	massive damage	crit chance	targets only	extra money	base destroyer	wave chance	wave level	weaken chance	weaken time	weaken reduction	strenghten hp	strenghten %	survive chance	metal	begin range	end range	wave immune	waveblock	knockback immune	freeze immune	slow immune	weaken immune	zombie kill	witch killer	target witch	stops permanently after attacking	boss wave immune	attacks before die	suicide on hit	2nd attack damage	3rd attack damage	2nd attack timeframe	3rd attack timeframe	1st hit uses ability	2nd hit uses ability	3rd hit uses ability	additional spawn animation	soul animation	unique spawn anim	gudetama soul	barrier break	warp chance	warp time	min warp	max warp	warp immune	target eva	eva killer	target relic	curse resist	insane resist	insane damage	savage chance	savage damage +%	dodge chance	dodge time	140	144	148	14C	150	154	fullswing	japname	rarity	enname	backswing	tba	dps
1700	5	75	2250	0	170	2050	900	0	320	0	0	1	1	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	225	0	8	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	飛翔の武神・真田幸村	4	Immortal Yukimura	129	137	541,9708029
1500	2	8	650	90	250	2390	1150	0	320	0	0	1	11	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	前田慶次	4	Maeda Keiji	50	190	102,6315789
3800	2	8	1300	90	250	2390	1150	0	320	0	0	1	11	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	武神・前田慶次	4	Wargod Keiji	50	190	205,2631579
5800	2	8	1300	50	320	2390	1150	0	320	0	0	1	11	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	憤怒の武神・前田慶次	4	Immortal Keiji	50	110	354,5454545
950	1	7	450	15	410	2900	1450	0	320	0	0	1	82	0	9	0	1	0	0	0	0	0	0	0	100	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	織田信長	4	Oda Nobunaga	20	111	121,6216216
1900	1	7	900	15	410	2900	1450	0	320	0	0	1	82	0	9	0	1	0	0	0	0	0	0	0	100	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	武神・織田信長	4	Wargod Nobunaga	20	111	243,2432432
3800	1	7	1200	15	410	2900	1450	0	320	0	0	1	82	0	9	0	1	0	0	0	0	0	0	0	100	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	天魔・織田信長	4	Immortal Nobunaga	20	111	324,3243243
900	3	10	196	22	150	810	205	0	320	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	トナカイフィッシュ	2	Reindeer Fish Cat	17	51	115,2941176
1050	3	10	327	22	150	810	205	0	320	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	ネコ魚のお造り	2	Sashimi Cat	17	51	192,3529412
1500	3	10	327	17	150	810	205	0	320	0	0	1	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	フィッシュ・ド・ノエル	2	Xmas Pudding Cat	17	41	239,2682927
800	6	6	1255	164	420	2950	1666	0	320	0	0	1	81	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	風神のウィンディ	4	Windy	55	408	92,27941176
1500	6	6	2555	164	420	2950	1666	0	320	0	0	1	81	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	風神のウィンディα	4	Windy, type α	55	408	187,8676471
3000	6	12	4055	164	450	2950	1666	0	320	0	0	1	81	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	疾風神のウィンディα	4	Divine Windy	55	408	298,1617647
800	5	5	1255	154	410	2940	1722	0	320	1	0	1	90	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	雷神のサンディア	4	Thundia	61	397	94,83627204
1500	5	5	2555	154	410	2940	1722	0	320	1	0	1	90	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	雷神のサンディアβ	4	Thundia, type β	61	397	193,0730479
3000	5	10	4055	154	440	2940	1722	0	320	1	0	1	90	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	迅雷神のサンディアβ	4	Divine Thundia	61	397	306,4231738
503	2	5	60	0	110	100	450	0	320	0	0	1	8	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	ドロイド	2	Droid Cat	243	251	7,171314741
503	2	5	60	0	110	100	450	0	320	0	0	1	8	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	ニャンドロイド	2	Droid Cat Mk 2	243	251	7,171314741
503	2	5	60	0	110	100	300	0	320	0	0	1	8	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	ハルドロイド	2	SpringDroid	243	251	7,171314741
180	3	10	71	15	340	420	300	0	320	0	0	0	30	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	ネコと宇宙	2	Space Cat	31	61	34,91803279
240	3	10	81	15	340	420	300	0	320	0	0	0	30	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	ニャア少佐	2	Major Space Cat	31	61	39,83606557
600	3	10	81	15	340	420	300	0	320	0	0	0	30	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	駆動戦士ネコ	2	Space Marine Cat	31	61	39,83606557
550	2	5	350	60	120	690	220	0	320	1	0	0	22	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	にゃんこ成人	2	Adult Cat	39	141	74,46808511
550	2	5	350	60	120	690	220	0	320	1	0	0	22	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	にゃんこ病人	2	Sick Cat	39	141	74,46808511
550	2	5	350	55	475	690	550	0	320	1	0	0	32	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	にゃんこ囚人	2	Prisoner Cat	39	141	74,46808511
699	3	8	200	22	150	750	200	0	320	1	0	0	16	0	9	0	0	0	0	0	0	0	0	0	20	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	吾輩は鬼である	2	Evil Cat	30	59	101,6949153
699	3	8	200	22	150	750	200	0	320	1	0	0	16	0	9	0	0	0	0	0	0	0	0	0	20	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	ネコ紳士	2	Gentleman Cat	30	59	101,6949153
699	3	8	200	22	150	250	200	0	320	1	0	0	16	0	9	0	0	0	0	0	0	0	0	0	40	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	ネコ紳士同盟	2	Gentleman Bros.	30	59	101,6949153
300	4	10	167	15	190	650	125	0	320	0	0	1	51	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	ひなにゃんこ	2	Doll Cats	14	80	62,625
300	4	10	167	15	190	650	125	0	320	0	0	1	51	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	超号珍ニャジンガー	2	Cat-o-tron	14	80	62,625
300	4	10	167	15	190	650	125	0	320	0	0	1	51	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	ニャラジン	2	Nyalladin	14	80	62,625
255	3	13	15	4	154	200	105	0	320	1	0	0	6	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	15	0	14	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	ネコ忍者～青～	1	Blue Shinobi	4	21	42,85714286
255	3	13	15	4	154	200	105	0	320	1	0	0	6	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	15	0	14	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	ネコ忍者～橙～	1	Orange Shinobi	4	21	42,85714286
255	3	13	27	8	154	200	105	0	320	1	0	0	6	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				-6	21	38,57142857
5950	2	3	4345	175	390	4300	2100	0	320	0	0	1	65	0	9	1	0	0	0	0	0	0	0	50	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	地龍ソドム	4	Sodom	66	414	314,8550725
5950	2	3	4345	175	390	4300	2100	0	320	0	0	1	65	0	9	1	0	0	0	0	0	0	0	50	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	地龍王ソドム	4	Earth King Sodom	66	414	314,8550725
6950	2	4	4345	150	415	4300	2100	0	320	0	0	1	65	0	9	1	0	0	0	0	0	0	0	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	地龍皇帝ソドム	4	God-Emperor Sodom	66	364	358,1043956
3800	3	15	1498	45	410	3800	2400	0	320	0	0	1	55	0	9	1	0	0	0	0	0	0	0	50	0	0	50	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	聖龍メギドラ	4	Megidora	26	144	312,0833333
3800	3	15	1498	45	410	3800	2400	0	320	0	0	1	55	0	9	1	0	0	0	0	0	0	0	50	0	0	50	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	聖龍王メギドラ	4	Holy Dragon Megidora	26	144	312,0833333
4800	3	20	1748	45	425	3800	2400	0	320	0	0	1	55	0	9	1	0	0	0	0	0	0	0	50	0	0	50	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	聖龍皇帝メギドラ	4	God-Emperor Megidora	26	144	364,1666667
3600	3	9	1398	60	445	3740	2300	0	320	0	0	1	43	0	9	0	1	0	0	0	0	0	0	50	0	0	50	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	竜騎士バルス	4	Vars	61	162	258,8888889
3600	3	9	1398	60	445	3740	2300	0	320	0	0	1	43	0	9	0	1	0	0	0	0	0	0	50	0	0	50	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	竜騎士王バルス	4	Dragon King Vars	61	162	258,8888889
4500	3	9	1748	60	460	3740	2300	0	320	0	0	1	43	0	9	0	1	0	0	0	0	0	0	50	0	0	50	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	竜騎士皇帝バルス	4	God-Emperor Vars	61	162	323,7037037
4000	3	5	2484	112	450	4100	2400	0	320	1	0	1	60	0	9	0	0	0	0	0	0	0	0	50	0	0	50	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	神龍かむくら	4	Kamukura	26	283	263,3215548
4000	3	5	2484	112	450	4100	2400	0	320	1	0	1	60	0	9	0	0	0	0	0	0	0	0	50	0	0	50	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	神龍王かむくら	4	God Dragon Kamukura	26	283	263,3215548
5000	3	5	2484	92	475	4100	2400	0	320	1	0	1	60	0	9	0	0	0	0	0	0	0	0	50	0	0	50	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	神龍皇帝かむくら	4	God-Emperor Kamukura	26	243	306,6666667
3000	3	12	1515	45	385	3280	1980	0	320	1	0	1	40	0	9	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	竜戦機ライデン	4	Raiden	60	129	352,3255814
3000	3	12	1515	45	385	3280	1980	0	320	1	0	1	40	0	9	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	竜戦機王ライデン	4	Dragonslayer Raiden	60	129	352,3255814
4000	3	15	1515	45	415	3280	1980	0	320	1	0	1	40	0	9	0	0	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	竜戦機皇帝ライデン	4	God-Emperor Raiden	60	129	352,3255814
300	3	10	65	15	170	240	140	0	320	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	ネコなわとび	2	Rope Jump Cat	22	38	51,31578947
400	3	10	75	15	170	240	140	0	320	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	ネコネコなわとび	2	Pair Rope Jump Cat	22	38	59,21052632
400	3	10	75	15	170	240	140	0	320	0	0	0	9	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	ネコ蕎麦屋	2	Noodle Cats	22	38	59,21052632
798	5	5	1243	172	408	2890	1722	0	320	1	0	1	63	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	ニムエ	4		58	406	91,84729064
1488	5	5	2540	172	408	2890	1722	0	320	1	0	1	63	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	帰化型ニムエ	4		58	406	187,6847291
1488	5	5	2540	172	408	2890	1722	0	320	1	0	1	63	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				-63	406	187,6847291
2180	3	12	1640	19	177	1990	555	0	320	0	0	0	30	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	猿王	4		33	67	734,3283582
2850	3	12	2212	19	177	1990	555	0	320	0	0	0	30	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	SSS猿王	4		33	67	990,4477612
2850	3	12	2212	19	177	1990	555	0	320	0	0	0	30	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				-30	67	990,4477612
360	3	20	28	15	140	50	75	0	320	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	狂乱のネコ	3	Crazed Cat	10	37	22,7027027
360	3	20	28	15	140	50	75	0	320	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	狂乱のネコビルダー	3	Crazed Macho Cat	10	37	22,7027027
440	3	28	34	15	140	50	75	0	320	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	大狂乱のネコモヒカン	3	Manic Mohawk Cat	10	37	27,56756757
