slot number	?0	rarity	Gacha	DMG	DPS	internalname	correctname	searchname	Base HP	Knockback	Movespeed	BaseDmg	Half time between attacks	Range	Cost	Base Cost	Respawn time no treasures (f)	?1	Hitbox size	Red	?2	Area	First frame atk	?3	?4	Floating	Black	Metal	White	Angel	Alien	Zombie	Strong against	knockback %	Freeze %	Freeze by frames	Slow Chance	Slow Length	Resistant	Massive Dmg	Critical %	Only attacks?	Extra Money	Base Destroyer	Wave chance	Wave level	Weaken chance %	Weaken Length	Weaken by %	Strengthen at % health	Increase damage by	Survive chance %	Metal attrib	Standing Distance	LD width	Resist shockwave	Wave Blocker	Resist  Knockback	Resist Freeze	Resist Slow	Resist Weaken	Zombie Killer	Witch Killer	Target Witch	# of atks before not moving	Shield Wall flag	1 multihit BaseDmg	2 multihit BaseDmg	1 multihit frame	2 multihit frame	Use ability 1st hit	Use ability first multi hit	Use Ability 2 multihit	Spawn Animation	Soul animation	Unique Spawn Animation	Marks Legend forms? + Moneko	?5	?6	Barrier breaker % chance	Warp Chance	Warp duration	Minimum Warp	Maximum Warp	Warp Blocker	Target eva angels	Eva killer?	Target Relic	Resist Curse	Insanely Resistant	Insanely Massive Dmg	Savage blow %	Savage blow dmgX	Dodge Chance	Dodge time	Full Swing	correctname	atk freq	backswing	dps
118	3	0	0	6970	0	unit119	jap118b	jap118b	1400	3	14	410	0	194	1545	1030	860	0	320	0	0	1	24	0	9	0	1	0	0	0	0	0	0	0	0	0	40	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	jap118b	63	39	195,2380952
118	4	0	0	10710	0	unit119	jap118e	jap118e	2100	3	14	630	0	194	1545	1030	860	0	320	0	0	1	24	0	9	0	1	0	0	0	0	0	0	0	0	0	40	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	jap118e	63	39	300
119	3	0	0	18190	0	unit120	jap119b	jap119b	1250	3	8	1070	10	370	4470	2980	1550	0	320	0	0	1	55	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	jap119b	121	66	265,2892562
119	4	0	0	26860	0	unit120	jap119e	jap119e	2300	3	8	1580	10	370	4470	2980	1550	0	320	0	0	1	55	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	jap119e	121	66	391,7355372
120	3	0	0	17	0	unit121	jap120b	jap120b	180	3	11	1	60	160	300	200	980	0	320	1	0	0	20	0	9	1	1	0	1	1	1	1	0	0	50	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	46	jap120b	139	26	0,2158273381
120	4	0	0	17	0	unit121	jap120e	jap120e	180	3	11	1	60	160	300	200	980	0	320	1	0	0	20	0	9	1	1	0	1	1	1	1	0	0	100	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	46	jap120e	139	26	0,2158273381
120	5	0	0	17	0	unit121	jap120t	jap120t	180	3	11	1	60	160	300	200	980	0	320	1	0	1	20	0	9	1	1	0	1	1	1	1	0	0	100	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	46	jap120t	139	26	0,2158273381
121	3	0	0	1445	0	unit122	jap121b	jap121b	100	2	34	85	0	155	570	380	590	0	320	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	jap121b	201	200	12,68656716
121	4	0	0	1445	0	unit122	jap121e	jap121e	100	2	34	85	0	155	570	380	590	0	320	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	jap121e	201	200	12,68656716
121	5	0	0	1445	0	unit122	jap121t	jap121t	500	2	34	85	0	155	570	380	295	0	320	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	jap121t	159	158	16,03773585
122	3	R	0	9860	1502	unit123	Vacation Queen	vacation queen	699	2	6	580	60	220	1440	960	220	0	320	1	0	0	78	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	Vacation Queen	197	33	88,3248731
122	4	R	0	5423	879	unit123	Office Lady Cat	office lady cat	699	2	6	319	54	220	1440	960	220	0	320	1	0	0	78	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	319	0	90	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	Office Lady Cat	111	123	172,4324324
122	5	R	0	10846	2829	unit123	Call Center Cat	call center cat	699	2	9	638	0	250	1440	960	220	0	320	1	0	0	80	0	9	0	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	Call Center Cat	116	36	165
123	3	E	0	935	281	unit124	Bean Cats	bean cats	255	3	8	55	30	230	495	330	274	0	320	1	0	0	40	0	9	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	Bean Cats	99	25	16,66666667
123	4	E	0	1785	466	unit124	Brah Cats	brah cats	404	3	8	105	30	230	495	330	274	0	320	1	0	0	40	0	9	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	Brah Cats	99	25	31,81818182
124	3	U	2	11492	2378	unit125	Date Masamune	date masamune	1400	3	16	676	30	395	4200	2800	1980	0	320	1	0	1	47	0	9	0	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	Date Masamune	106	50	191,3207547
124	4	U	2	16796	2913	unit125	Wargod Masamune	wargod masamune	2300	3	16	988	30	395	4200	2800	1980	0	320	1	0	1	48	0	9	0	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	Wargod Masamune	107	49	277,0093458
124	5	U	2	22100	2174	unit125	Immortal Masamune	immortal masamune	3200	3	16	1300	30	425	4200	2800	1980	0	320	1	0	1	48	0	9	0	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	Immortal Masamune	107	49	364,4859813
125	3	U	2	44200	5790	unit126	Takeda Shingen	takeda shingen	3900	2	7	2600	60	440	5985	3990	2550	0	320	0	0	1	110	0	9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	Takeda Shingen	229	41	340,6113537
125	4	U	2	100470	13105	unit126	Wargod Shingen	wargod shingen	5900	2	7	5910	60	440	5985	3990	2550	0	320	0	0	1	111	0	9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	Wargod Shingen	230	40	770,8695652
125	5	U	2	128605	15684	unit126	Immortal Shingen	immortal shingen	7900	2	7	7565	60	470	5985	3990	2550	0	320	0	0	1	111	0	9	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	Immortal Shingen	230	40	986,7391304
126	3	R	0	918	459	unit127	Clockwork Cat	clockwork cat	445	4	24	54	30	200	495	330	288	0	320	0	0	0	1	0	9	0	0	1	0	0	0	0	0	0	0	0	20	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	Clockwork Cat	60	35	27
126	4	R	0	1088	544	unit127	Puppetmaster Cat	puppetmaster cat	844	4	24	64	30	200	495	330	288	0	320	0	0	0	1	0	9	0	0	1	0	0	0	0	0	0	0	0	20	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	Puppetmaster Cat	60	35	32
126	5	R	0	1088	487	unit127	Puppetmaster and Charley	puppetmaster and charley	844	4	24	64	30	225	495	330	288	0	320	0	0	0	1	0	9	0	0	1	0	0	0	0	0	0	0	0	30	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	Puppetmaster and Charley	60	35	32
127	3	E	0	340	124	unit128	Flower Cat	flower cat	150	5	16	20	16	240	510	340	220	0	320	0	0	0	12	0	9	0	1	0	0	0	0	0	0	0	20	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	Flower Cat	85	73	7,058823529
127	4	E	0	833	298	unit128	Cooldown Cat	cooldown cat	355	5	16	49	16	240	510	340	220	0	320	0	0	0	12	0	9	0	1	0	0	0	0	0	0	0	20	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	Cooldown Cat	83	71	17,71084337
127	5	E	0	833	192	unit128	Bombercat	bombercat	355	5	16	49	16	240	510	340	220	0	320	0	0	1	12	0	9	0	1	0	0	0	0	0	0	0	100	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	Bombercat	83	71	17,71084337
128	3	R	0	1666	215	unit129	Vengeful Cat	vengeful cat	390	3	10	98	90	350	825	550	180	0	320	0	0	1	54	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	Vengeful Cat	233	35	12,61802575
128	4	R	0	1666	215	unit129	Groucho Cat	groucho cat	390	3	10	98	90	350	825	550	180	0	320	0	0	1	54	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	Groucho Cat	233	35	12,61802575
128	5	R	0	3332	429	unit129	Kite Cat	kite cat	390	3	10	196	90	350	825	550	270	0	320	0	0	1	54	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	150	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	Kite Cat	233	67	25,2360515
129	3	S	0	136	110	unit130	Gold Cat	gold cat	100	3	10	8	15	140	75	50	75	0	320	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	Gold Cat	37	8	6,486486486
129	4	S	0	136	110	unit130	Gold Macho Cat	gold macho cat	100	3	10	8	15	140	75	50	75	0	320	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	Gold Macho Cat	37	10	6,486486486
130	3	E	0	15300	4290	unit131	Ururun Wolf	ururun wolf	1400	4	8	900	20	440	4950	3300	2550	0	320	1	0	1	68	0	9	1	1	0	1	1	1	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	91	Ururun Wolf	107	23	252,3364486
130	4	E	0	15300	3732	unit131	Ururun Cat	ururun cat	1400	4	8	900	20	440	4950	3300	2550	0	320	1	0	1	68	0	9	1	1	0	1	1	1	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	91	Ururun Cat	107	23	252,3364486
130	5	E	0	22950	2765	unit131	Awakened Ururun	awakened ururun	2100	4	8	1350	20	450	4950	3300	2550	0	320	1	0	1	68	0	9	1	1	0	1	1	1	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	94	Awakened Ururun	107	26	378,5046729
131	3	S	0	1700	402	unit132	Neneko	neneko	500	3	5	100	50	310	149	99	999	0	320	0	0	0	28	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	Neneko	127	29	23,62204724
131	4	S	0	2550	602	unit132	Miss NENEKO	miss neneko	900	3	5	150	50	310	149	99	999	0	320	0	0	0	28	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	Miss NENEKO	127	29	35,43307087
132	3	R	0	21760	3109	unit133	Kung Fu Cat X	kung fu cat x	999	1	8	1280	100	300	2340	1560	430	0	320	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	Kung Fu Cat X	210	50	182,8571429
132	4	R	0	4794	773	unit133	Drunken Master Cat X	drunken master cat x	999	1	8	282	88	300	2340	1560	430	0	320	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	140	986	15	35	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	Drunken Master Cat X	136	80	310,5882353
132	5	R	0	6290	1210	unit133	Iron Claw X	iron claw x	999	1	8	370	73	300	2340	1560	430	0	320	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	-1	0	184	1294	15	35	1	1	1	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	61	Iron Claw X	106	100	523,0188679
133	3	0	0	2550	0	unit134	jap133b	jap133b	500	3	10	150	60	350	666	444	240	0	320	0	0	1	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	jap133b	127	8	35,43307087
133	4	0	0	2550	0	unit134	jap133e	jap133e	500	3	10	150	60	350	666	444	240	0	320	0	0	1	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	jap133e	127	8	35,43307087
133	5	0	0	2550	0	unit134	jap133t	jap133t	500	3	10	150	60	350	666	444	240	0	320	0	0	1	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	jap133t	127	8	35,43307087
134	3	U	5	5440	2331	unit135	Urashima Taro	urashima taro	770	3	5	320	30	330	1170	780	260	0	320	0	0	1	11	0	9	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	Urashima Taro	101	90	95,04950495
134	4	U	5	30600	4613	unit135	Guardian Gamereon	guardian gamereon	11600	3	5	1800	70	360	4875	3250	2600	0	320	0	0	1	60	0	9	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	Guardian Gamereon	199	-7	271,3567839
134	5	U	5	38250	5766	unit135	King Gamereon	king gamereon	14500	3	5	2250	70	380	4875	3250	2600	0	320	0	0	1	60	0	9	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	King Gamereon	199	41	339,1959799
135	3	U	5	4080	3600	unit136	The Grateful Crane	the grateful crane	555	3	4	240	10	200	833	555	230	0	320	0	0	1	5	0	9	1	0	0	0	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	The Grateful Crane	361	356	19,94459834
135	4	U	5	39950	1933	unit136	Super Galaxy Cosmo	super galaxy cosmo	1600	4	54	2350	150	850	5850	3900	2100	0	320	0	0	1	321	0	9	1	0	0	0	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	Super Galaxy Cosmo	620	-302	113,7096774
135	5	U	5	56950	2756	unit136	Ultima Galaxy Cosmo	ultima galaxy cosmo	1600	4	54	3350	150	850	5850	3900	2100	0	320	0	0	1	321	0	9	1	0	0	0	1	0	0	0	100	100	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	Ultima Galaxy Cosmo	620	40	162,0967742
136	3	U	5	5202	1975	unit137	Momotaro	momotaro	720	3	10	306	30	280	900	600	200	0	320	1	0	1	20	0	9	0	0	0	0	1	0	0	0	0	30	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	Momotaro	84	64	109,2857143
136	4	U	5	12750	2290	unit137	The Peach Angels	the peach angels	3200	4	44	750	50	405	3600	2400	1000	0	320	1	0	1	36	0	9	0	0	0	0	1	0	0	0	0	30	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	The Peach Angels	135	20	166,6666667
136	5	U	5	19550	3371	unit137	The Peach Devils	the peach devils	4000	4	48	1150	50	435	3600	2400	1000	0	320	1	0	1	36	0	9	0	0	0	0	1	0	0	0	0	40	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	The Peach Devils	135	48	255,5555556
137	3	U	5	6800	2082	unit138	Kasa Jizo	kasa jizo	900	3	14	400	40	320	750	500	190	0	320	0	0	1	19	0	9	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	Kasa Jizo	144	125	83,33333333
137	4	U	5	81600	4886	unit138	Jizo's Moving Castle	jizo's moving castle	5800	2	4	4800	200	450	5925	3950	2400	0	320	0	0	1	102	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	Jizo's Moving Castle	501	-41	287,4251497
137	5	U	5	10200	884	unit138	Jizo's Mega-Castle	jizo's mega-castle	6800	2	4	600	131	485	5925	3950	2400	0	320	0	0	1	46	0	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	600	3600	73	140	1	1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	Jizo's Mega-Castle	201	368	716,4179104
138	3	U	5	4250	2833	unit139	Princess Kaguya	princess kaguya	450	3	8	250	20	280	600	400	240	0	320	0	0	1	6	0	9	0	0	1	0	1	0	0	0	0	0	0	20	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	Princess Kaguya	161	155	46,58385093
138	4	U	5	40800	4419	unit139	The Death Moon	the death moon	2200	4	7	2400	90	425	4800	3200	2250	0	320	0	0	1	98	0	1	0	0	1	0	1	0	0	0	0	0	0	50	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	The Death Moon	277	-62	259,9277978
138	5	U	5	51000	4665	unit139	The Chaos Moon	the chaos moon	2800	4	7	3000	90	455	4800	3200	2250	0	320	0	0	1	98	0	1	0	0	1	0	1	0	0	0	0	0	0	100	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	The Chaos Moon	277	63	324,9097473
